   103,'3 ',     3.000,     3.915,     7.100,     0.000,1.02000,   200,    13.529, 0.00000E+0, 1.18000E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,    12.000,     0.000,   1,1.0000
   104,'4 ',     3.000,     3.915,     9.375,     0.000,1.02000,   200,    15.625, 0.00000E+0, 1.03300E-1, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,    13.000,     0.000,   1,1.0000
   105,'1 ',     0.000,     1.274,     1.875,     0.000,1.02500,    39,     3.440, 0.00000E+0, 2.98000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     2.750,     0.000,   1,1.0000
   105,'2 ',     0.000,     1.010,     1.875,     0.000,1.02500,    39,     3.440, 0.00000E+0, 2.98000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     2.750,     0.000,   1,1.0000
   105,'3 ',     0.000,     0.768,     1.875,     0.000,1.02500,    39,     3.440, 0.00000E+0, 2.98000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     2.750,     0.000,   1,1.0000
   106,'4 ',     0.000,     0.559,     4.200,     0.000,1.02500,    39,     7.000, 0.00000E+0, 2.20000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     6.160,     0.000,   1,1.0000
   106,'5 ',     0.000,     0.558,     4.200,     0.000,1.02500,    39,     7.000, 0.00000E+0, 2.20000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     6.160,     0.000,   1,1.0000
   106,'8 ',     0.000,     0.617,     4.200,     0.000,1.02500,    39,     7.000, 0.00000E+0, 1.89000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     6.160,     0.000,   1,1.0000
   107,'6 ',     0.000,     3.488,     4.200,     0.000,1.02500,    39,     7.000, 0.00000E+0, 2.20000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     6.160,     0.000,   1,1.0000
   107,'7 ',     0.000,     3.029,     4.200,     0.000,1.02500,    39,     7.000, 0.00000E+0, 2.20000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     6.160,     0.000,   1,1.0000
   107,'9 ',     0.000,     0.913,     4.200,     0.000,1.02500,    39,     7.000, 0.00000E+0, 1.89000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     6.160,     0.000,   1,1.0000
   108,'0 ',     6.000,     1.026,     9.375,     0.000,1.02500,    39,    15.625, 0.00000E+0, 1.94000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,    13.750,     0.000,   1,1.0000
   108,'1 ',     7.960,     1.042,     9.375,     0.000,1.02500,    39,    15.625, 0.00000E+0, 1.94000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,    13.750,     0.000,   1,1.0000
   109,'2 ',     0.000,     2.129,     9.375,     0.000,1.02500,    39,    15.625, 0.00000E+0, 1.94000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,    13.750,     0.000,   1,1.0000
   109,'3 ',     0.000,     3.534,     9.375,     0.000,1.02500,    39,    15.625, 0.00000E+0, 1.94000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,    13.750,     0.000,   1,1.0000
   110,'1 ',     0.000,     1.321,     1.875,     0.000,1.02500,    39,     3.440, 0.00000E+0, 2.98000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     2.750,     0.000,   1,1.0000
   110,'2 ',     0.000,     1.323,     1.875,     0.000,1.02500,    39,     3.440, 0.00000E+0, 2.98000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,     2.750,     0.000,   1,1.0000
   301,'1 ',     9.000,     4.708,    15.000,     0.000,0.99300,     0,    26.813, 0.00000E+0, 1.63000E-1, 0.00000E+0, 0.00000E+0,1.09770,1,  100.0,    21.450,     0.000,   1,1.0000
   302,'2 ',     9.000,    15.000,    15.000,     0.000,1.02500,    39,    26.813, 0.00000E+0, 1.63000E-1, 0.00000E+0, 0.00000E+0,1.09770,1,  100.0,    21.450,     0.000,   1,1.0000
   303,'3 ',     4.000,    12.000,    12.000,     0.000,1.02500,    39,    18.500, 0.00000E+0, 1.80000E-1, 0.00000E+0, 0.00000E+0,1.09770,1,  100.0,    15.000,     0.000,   1,1.0000
   304,'4 ',     5.900,     6.890,    15.000,     0.000,1.02500,    39,    26.813, 0.00000E+0, 1.63000E-1, 0.00000E+0, 0.00000E+0,1.00000,0,  100.0,    21.450,     0.000,   1,1.0000
