   336,'P1',     6.313,    -0.347,    -0.347,    -0.347,1.00000,     0,     0.465, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,    12.941,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   403,'P1',     0.366,    -0.039,    -0.039,    -0.039,1.00000,     0,     0.037, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     0.792,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   404,'P1',     0.308,    -0.028,    -0.028,    -0.028,1.00000,     0,     0.046, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     0.655,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   405,'P1',     0.562,    -0.098,    -0.098,    -0.098,1.00000,     0,     0.064, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.305,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   415,'P1',     1.807,    -0.127,    -0.127,    -0.127,1.00000,     0,     0.189, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     3.771,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   418,'P1',     0.331,    -0.059,    -0.059,    -0.059,1.00000,     0,     0.083, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     0.775,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   425,'P1',     0.823,    -0.089,    -0.089,    -0.089,1.00000,     0,     0.128, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.792,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   431,'P1',     0.602,    -0.004,    -0.004,    -0.004,1.00000,     0,     0.149, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.179,       0.0,  31,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   435,'P1',      2.69,    -0.307,    -0.307,    -0.307,1.00000,     0,     0.259, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     5.873,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   436,'P1',     0.146,     -0.01,     -0.01,     -0.01,1.00000,     0,     0.024, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     0.305,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   440,'P1',      0.64,    -0.067,    -0.067,    -0.067,1.00000,     0,     0.013, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,      1.38,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   443,'P1',     0.673,    -0.092,    -0.092,    -0.092,1.00000,     0,     0.065, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.501,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   493,'P1',     0.604,    -0.064,    -0.064,    -0.064,1.00000,     0,     0.151, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.317,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   534,'P1',     0.236,    -0.034,    -0.034,    -0.034,1.00000,     0,     0.086, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     0.534,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   723,'P1',      0.72,    -0.129,    -0.129,    -0.129,1.00000,     0,     0.064, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.674,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   729,'P1',     0.725,     -0.09,     -0.09,     -0.09,1.00000,     0,     0.047, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.596,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   750,'P1',     1.431,    -0.161,    -0.161,    -0.161,1.00000,     0,     0.112, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     3.116,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   803,'P1',     1.564,     -0.17,     -0.17,     -0.17,1.00000,     0,     0.070, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     3.387,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   817,'P1',     0.732,    -0.131,    -0.131,    -0.131,1.00000,     0,     0.186, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.712,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   834,'P1',     0.713,    -0.091,    -0.091,    -0.091,1.00000,     0,     0.034, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.574,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   844,'P1',     0.377,    -0.047,    -0.047,    -0.047,1.00000,     0,     0.041, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     0.833,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   845,'P1',     0.306,    -0.037,    -0.037,    -0.037,1.00000,     0,     0.013, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     0.671,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   846,'P1',     0.157,    -0.018,    -0.018,    -0.018,1.00000,     0,     0.005, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     0.341,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
   917,'P1',     1.846,    -0.183,    -0.183,    -0.183,1.00000,     0,     0.321, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     3.983,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
  1230,'P1',     0.626,    -0.059,    -0.059,    -0.059,1.00000,     0,     0.070, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.341,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
  2030,'P1',     3.693,    -0.193,    -0.193,    -0.193,1.00000,     0,     0.113, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     7.533,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
  4250,'P1',     0.823,    -0.089,    -0.089,    -0.089,1.00000,     0,     0.128, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.792,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
  4430,'P1',      1.07,    -0.146,    -0.146,    -0.146,1.00000,     0,     0.103, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     2.387,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
  5340,'P1',     1.077,    -0.155,    -0.155,    -0.155,1.00000,     0,     0.394, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,      2.45,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
  7290,'P1',     0.725,     -0.09,     -0.09,     -0.09,1.00000,     0,     0.047, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.596,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
  8340,'P1',     0.813,    -0.133,    -0.133,    -0.133,1.00000,     0,     0.020, 0.00000E+0, 9.99900E+3, 0.00000E+0, 0.00000E+0,1.00000,1,  100.0,     1.858,       0.0,   1,1.0000,    ,      ,    ,      ,    ,      ,1, 1.0000
