interval,time,3,4,5,7,8,9,12,13,15,16,18,22,23,25,29,30,31,33,34,35,39,40,41,42,43,44,45,48,50,61,64,73,74,75,77,82,83,84,88,92,93,97,98,101,102,103,104,105,106,107,108,109,110,111,112,123,125,127,129,130,134,135,136,139,141,142,145,148,150,155,161,164,173,174,175,177,182,188,192,200,202,203,204,205,206,209,213,216,217,223,225,234,235,236,241,250,301,302,303,304,305,306,325,335,336,401,402,403,404,405,407,415,418,422,425,430,431,435,436,440,443,493,501,502,503,504,511,534,602,613,617,623,629,636,650,655,671,723,729,750,803,804,806,809,812,813,816,817,819,823,826,827,831,834,838,840,844,845,846,848,849,850,858,892,893,898,917,971,1203,1230,2030,2060,2061,2062,2090,2091,4002,4250,4430,5340,7290,8340,12031,12032,12033,12034,12035,12036,12037,12038,90971,92031,92032,92061,93101,93102,95000,96000
1,0:00:00,0,0,0,0,0,0,0,1.341555431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12545229,0.036067533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150542748,0,0,0,0,0,0.156815363,0.156815363,0.235223045,0.235223045,0,0,1.094571234,1.285885977,2.947344748,0,1.501507101,1.341555431,1.620686777,4.944388396,3.106512341,3.817670013,0.56375123,0.060373915,0,0.01960192,5.120021602,0.212484817,0.290892498,0.005488538,0.475934627,0.063510222,0.12310006,0.305789958,0.004704461,0.004704461,0.450844169,0,0,4.811095337,2.630577715,3.982326144,0,0.047828686,0,0.954221484,0,0,4.14070966,1.924908581,13.1011395,0,0.569239768,0,0.235223045,0.235223045,0.313630726,0.235223045,0.235223045,0.313630726,1.888841048,1.627743468,6.405123502,0,0,0.510434007,0.564535307,0.459469014,0.291676575,3.035161351,1.184740068,0.175633207,1.452110262,0.28305173,0.74095259,3.238237246,0.132508982,1.126718383,0.479070934,1.071048929,0.235223045,0.235223045,0.548853771,0.548853771,0.023522304,0.671953831,0,0,0,0,0,0,0,0,0,6.362783354,1.37370258,2.538840727,4.742880654,0,0,0,0,0,0,0.911881336,0,0,0,0,0,1.724184916,0,0,0.363027565,0.341857491,0.171712823,0,0,0,0,0,0,0,2.124848169,0,0,1.285885977,4.811095337,0,0,0,0,0,0,1.452110262,0.761338587,3.081421883,1.37370258,1.174547069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0:00:05,0,0,0,0,0,0,0,1.331602419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124521558,0.035799948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14942587,0,0,0,0,0,0.155651948,0.155651948,0.233477923,0.233477923,0,0,1.0864506,1.276345977,2.925478371,0,1.490367406,1.331602419,1.608662887,4.907705934,3.083465098,3.789346685,0.559568755,0.059926,0,0.019456493,5.082036115,0.21090839,0.288734364,0.005447818,0.472403664,0.063039039,0.12218678,0.3035213,0.004669559,0.004669559,0.447499352,0,0,4.775401777,2.611061435,3.95278123,0,0.047473844,0,0.947142106,0,0,4.109989697,1.910627667,13.00394203,0,0.565016573,0,0.233477923,0.233477923,0.311303897,0.233477923,0.233477923,0.311303897,1.874827719,1.615667224,6.357603833,0,0,0.506647092,0.560347014,0.456060209,0.289512624,3.012643461,1.175950471,0.174330183,1.441337043,0.280951767,0.735455456,3.214212734,0.131525897,1.118359249,0.475516702,1.063102807,0.233477923,0.233477923,0.54478182,0.54478182,0.023347792,0.666968599,0,0,0,0,0,0,0,0,0,6.315577807,1.363511068,2.520005045,4.707693179,0,0,0,0,0,0,0.90511608,0,0,0,0,0,1.711393172,0,0,0.36033426,0.339321247,0.170438884,0,0,0,0,0,0,0,2.109083901,0,0,1.276345977,4.775401777,0,0,0,0,0,0,1.441337043,0.755690209,3.058560786,1.363511068,1.165833094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0:00:10,0,0,0,0,0,0,0,1.321649407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123590827,0.035532362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148308992,0,0,0,0,0,0.154488534,0.154488534,0.231732801,0.231732801,0,0,1.078329966,1.266805978,2.903611993,0,1.479227711,1.321649407,1.596638997,4.871023471,3.060417855,3.761023356,0.555386279,0.059478086,0,0.019311066,5.044050629,0.209331963,0.28657623,0.005407099,0.4688727,0.062567856,0.121273499,0.301252641,0.004634656,0.004634656,0.444154535,0,0,4.739708217,2.591545155,3.923236316,0,0.047119003,0,0.940062728,0,0,4.079269735,1.896346752,12.90674455,0,0.560793378,0,0.231732801,0.231732801,0.308977068,0.231732801,0.231732801,0.308977068,1.86081439,1.603590981,6.310084163,0,0,0.502860178,0.556158722,0.452651404,0.287348673,2.990125572,1.167160873,0.173027158,1.430563823,0.278851803,0.729958322,3.190188223,0.130542811,1.110000115,0.471962471,1.055156686,0.231732801,0.231732801,0.540709869,0.540709869,0.02317328,0.661983368,0,0,0,0,0,0,0,0,0,6.268372259,1.353319556,2.501169362,4.672505705,0,0,0,0,0,0,0.898350824,0,0,0,0,0,1.698601429,0,0,0.357640955,0.336785003,0.169164945,0,0,0,0,0,0,0,2.093319633,0,0,1.266805978,4.739708217,0,0,0,0,0,0,1.430563823,0.750041831,3.035699689,1.353319556,1.157119118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0:00:15,0,0,0,0,0,0,0,1.311696395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122660095,0.035264777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147192114,0,0,0,0,0,0.153325119,0.153325119,0.229987679,0.229987679,0,0,1.070209332,1.257265978,2.881745616,0,1.468088017,1.311696395,1.584615107,4.834341009,3.037370611,3.732700028,0.551203804,0.059030171,0,0.01916564,5.006065142,0.207755537,0.284418096,0.005366379,0.465341737,0.062096673,0.120360219,0.298983983,0.004599754,0.004599754,0.440809718,0,0,4.704014657,2.572028875,3.893691402,0,0.046764161,0,0.93298335,0,0,4.048549772,1.882065838,12.80954708,0,0.556570183,0,0.229987679,0.229987679,0.306650238,0.229987679,0.229987679,0.306650238,1.846801061,1.591514737,6.262564494,0,0,0.499073263,0.551970429,0.4492426,0.285184722,2.967607682,1.158371276,0.171724134,1.419790604,0.27675184,0.724461188,3.166163711,0.129559726,1.101640981,0.468408239,1.047210564,0.229987679,0.229987679,0.536637918,0.536637918,0.022998768,0.656998136,0,0,0,0,0,0,0,0,0,6.221166712,1.343128044,2.48233368,4.63731823,0,0,0,0,0,0,0.891585568,0,0,0,0,0,1.685809685,0,0,0.354947651,0.33424876,0.167891006,0,0,0,0,0,0,0,2.077555365,0,0,1.257265978,4.704014657,0,0,0,0,0,0,1.419790604,0.744393453,3.012838592,1.343128044,1.148405143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0:00:20,0,0,0,0,0,0,0,1.301743383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121729364,0.034997192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146075236,0,0,0,0,0,0.152161704,0.152161704,0.228242557,0.228242557,0,0,1.062088698,1.247725978,2.859879238,0,1.456948322,1.301743383,1.572591217,4.797658546,3.014323368,3.704376699,0.547021328,0.058582256,0,0.019020213,4.968079655,0.20617911,0.282259962,0.00532566,0.461810774,0.06162549,0.119446938,0.296715324,0.004564851,0.004564851,0.437464901,0,0,4.668321097,2.552512595,3.864146489,0,0.04640932,0,0.925903973,0,0,4.01782981,1.867784924,12.71234961,0,0.552346988,0,0.228242557,0.228242557,0.304323409,0.228242557,0.228242557,0.304323409,1.832787732,1.579438494,6.215044825,0,0,0.495286349,0.547782137,0.445833795,0.28302077,2.945089793,1.149581679,0.170421109,1.409017385,0.274651877,0.718964054,3.1421392,0.128576641,1.093281848,0.464854008,1.039264442,0.228242557,0.228242557,0.532565966,0.532565966,0.022824256,0.652012905,0,0,0,0,0,0,0,0,0,6.173961164,1.332936532,2.463497997,4.602130756,0,0,0,0,0,0,0.884820312,0,0,0,0,0,1.673017942,0,0,0.352254346,0.331712516,0.166617067,0,0,0,0,0,0,0,2.061791098,0,0,1.247725978,4.668321097,0,0,0,0,0,0,1.409017385,0.738745076,2.989977495,1.332936532,1.139691168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0:00:25,0,0,0,0,0,0,0,1.291790371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120798632,0.034729607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144958358,0,0,0,0,0,0.15099829,0.15099829,0.226497435,0.226497435,0,0,1.053968065,1.238185978,2.838012861,0,1.445808627,1.291790371,1.560567327,4.760976084,2.991276125,3.676053371,0.542838853,0.058134342,0,0.018874786,4.930094168,0.204602683,0.280101828,0.00528494,0.45827981,0.061154308,0.118533658,0.294446666,0.004529949,0.004529949,0.434120084,0,0,4.632627537,2.532996315,3.834601575,0,0.046054478,0,0.918824595,0,0,3.987109847,1.85350401,12.61515214,0,0.548123793,0,0.226497435,0.226497435,0.30199658,0.226497435,0.226497435,0.30199658,1.818774404,1.56736225,6.167525155,0,0,0.491499434,0.543593844,0.44242499,0.280856819,2.922571903,1.140792081,0.169118085,1.398244166,0.272551913,0.71346692,3.118114688,0.127593555,1.084922714,0.461299776,1.03131832,0.226497435,0.226497435,0.528494015,0.528494015,0.022649743,0.647027673,0,0,0,0,0,0,0,0,0,6.126755617,1.32274502,2.444662315,4.566943281,0,0,0,0,0,0,0.878055057,0,0,0,0,0,1.660226198,0,0,0.349561041,0.329176272,0.165343128,0,0,0,0,0,0,0,2.04602683,0,0,1.238185978,4.632627537,0,0,0,0,0,0,1.398244166,0.733096698,2.967116399,1.32274502,1.130977192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0:00:30,0,0,0,0,0,0,0,1.281837359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1198679,0.034462021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14384148,0,0,0,0,0,0.149834875,0.149834875,0.224752313,0.224752313,0,0,1.045847431,1.228645979,2.816146483,0,1.434668932,1.281837359,1.548543437,4.724293622,2.968228882,3.647730042,0.538656377,0.057686427,0,0.018729359,4.892108682,0.203026256,0.277943694,0.005244221,0.454748847,0.060683125,0.117620377,0.292178007,0.004495046,0.004495046,0.430775267,0,0,4.596933977,2.513480035,3.805056661,0,0.045699637,0,0.911745217,0,0,3.956389885,1.839223095,12.51795466,0,0.543900598,0,0.224752313,0.224752313,0.299669751,0.224752313,0.224752313,0.299669751,1.804761075,1.555286007,6.120005486,0,0,0.487712519,0.539405551,0.439016185,0.278692868,2.900054013,1.132002484,0.167815061,1.387470946,0.27045195,0.707969786,3.094090177,0.12661047,1.07656358,0.457745545,1.023372199,0.224752313,0.224752313,0.524422064,0.524422064,0.022475231,0.642042442,0,0,0,0,0,0,0,0,0,6.07955007,1.312553508,2.425826632,4.531755807,0,0,0,0,0,0,0.871289801,0,0,0,0,0,1.647434455,0,0,0.346867736,0.326640028,0.164069189,0,0,0,0,0,0,0,2.030262562,0,0,1.228645979,4.596933977,0,0,0,0,0,0,1.387470946,0.72744832,2.944255302,1.312553508,1.122263217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0:00:35,0,0,0,0,0,0,0,1.271884347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118937169,0.034194436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142724602,0,0,0,0,0,0.148671461,0.148671461,0.223007191,0.223007191,0,0,1.037726797,1.219105979,2.794280106,0,1.423529237,1.271884347,1.536519547,4.687611159,2.945181638,3.619406714,0.534473902,0.057238512,0,0.018583932,4.854123195,0.201449829,0.27578556,0.005203501,0.451217883,0.060211942,0.116707097,0.289909349,0.004460144,0.004460144,0.42743045,0,0,4.561240417,2.493963755,3.775511747,0,0.045344795,0,0.904665839,0,0,3.925669922,1.824942181,12.42075719,0,0.539677403,0,0.223007191,0.223007191,0.297342922,0.223007191,0.223007191,0.297342922,1.790747746,1.543209763,6.072485817,0,0,0.483925605,0.535217259,0.43560738,0.276528917,2.877536124,1.123212887,0.166512036,1.376697727,0.268351986,0.702472652,3.070065665,0.125627385,1.068204446,0.454191313,1.015426077,0.223007191,0.223007191,0.520350113,0.520350113,0.022300719,0.63705721,0,0,0,0,0,0,0,0,0,6.032344522,1.302361996,2.40699095,4.496568332,0,0,0,0,0,0,0.864524545,0,0,0,0,0,1.634642711,0,0,0.344174432,0.324103784,0.16279525,0,0,0,0,0,0,0,2.014498294,0,0,1.219105979,4.561240417,0,0,0,0,0,0,1.376697727,0.721799942,2.921394205,1.302361996,1.113549241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0:00:40,0,0,0,0,0,0,0,1.261931335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118006437,0.033926851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141607724,0,0,0,0,0,0.147508046,0.147508046,0.221262069,0.221262069,0,0,1.029606163,1.209565979,2.772413729,0,1.412389542,1.261931335,1.524495657,4.650928697,2.922134395,3.591083385,0.530291426,0.056790598,0,0.018438506,4.816137708,0.199873403,0.273627426,0.005162782,0.44768692,0.059740759,0.115793816,0.28764069,0.004425241,0.004425241,0.424085633,0,0,4.525546857,2.474447475,3.745966833,0,0.044989954,0,0.897586461,0,0,3.89494996,1.810661267,12.32355972,0,0.535454208,0,0.221262069,0.221262069,0.295016093,0.221262069,0.221262069,0.295016093,1.776734417,1.531133519,6.024966147,0,0,0.48013869,0.531028966,0.432198576,0.274364966,2.855018234,1.114423289,0.165209012,1.365924508,0.266252023,0.696975519,3.046041154,0.124644299,1.059845312,0.450637081,1.007479955,0.221262069,0.221262069,0.516278162,0.516278162,0.022126207,0.632071978,0,0,0,0,0,0,0,0,0,5.985138975,1.292170484,2.388155268,4.461380857,0,0,0,0,0,0,0.857759289,0,0,0,0,0,1.621850968,0,0,0.341481127,0.32156754,0.16152131,0,0,0,0,0,0,0,1.998734026,0,0,1.209565979,4.525546857,0,0,0,0,0,0,1.365924508,0.716151564,2.898533108,1.292170484,1.104835266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
