interval,time,AWE1,AWE2,KWP1,KWP2,SMRR1,SMRR2,M014,M0041,M0042,DPV1,DPV2,DPV3,DPV4,DPV5,DPV6,DPV7,DPV8,DPV9,DPV10,DPV11,DPV12,DPV13,DPV14,DPV15,DPV16,DPV17,DPV18,DPV19,DPV20,DPV21,DPV22,DPV23,DPV24,DPV25,DPV26,DPV27,DPV28,DPV29,DPV30,DPV31,DPV32,DPV33,DPV34,DPV35,DPV36,DPV37,DPV38,DPV39,DPV40,DPV41,DPV42,DPV43,DPV44,DPV45,DPV46,DPV47,DPV48,DPV49,DPV50,DPV51,DPV52,DPV53,DPV54,DPV55,DPV56,DPV57,DPV58,DPV59,DPV60,DPV61
72,0:05:55,9.82,9.82,28.4,20.68036364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,0:06:00,10.00818182,10.00818182,28.39818182,20.68545455,0,0,0.001512486,0.003024973,0.003024973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,0:06:05,10.04581818,10.04581818,28.38981818,20.61854545,0,0,0.008066594,0.016133188,0.016133188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,0:06:10,10.08345455,10.08345455,28.38145455,20.55163636,0,0,0.014620702,0.029241404,0.029241404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0:06:15,10.12109091,10.12109091,28.37309091,20.48472727,0,0,0.02117481,0.04234962,0.04234962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0:06:20,10.15872727,10.15872727,28.36472727,20.41781818,0,0,0.027728918,0.055457835,0.055457835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,0:06:25,10.19636364,10.19636364,28.35636364,20.35090909,0,0,0.034283026,0.068566051,0.068566051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,0:06:30,10.234,10.234,28.348,20.284,0,0,0.040837133,0.081674266,0.081674266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0:06:35,10.27163636,10.27163636,28.33963636,20.21709091,0,0,0.047391241,0.094782482,0.094782482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,0:06:40,10.30927273,10.30927273,28.33127273,20.15018182,0,0,0.053945349,0.107890698,0.107890698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0:06:45,10.34690909,10.34690909,28.32290909,20.08327273,0,0,0.060499457,0.120998913,0.120998913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,0:06:50,10.38454545,10.38454545,28.31454545,20.01636364,0,0,0.067053565,0.134107129,0.134107129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,0:06:55,10.42218182,10.42218182,28.30618182,19.94945455,0,0,0.073607673,0.147215344,0.147215344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,0:07:00,10.45,10.45,28.29127273,19.90436364,0.006109091,0.006109091,0.131922427,0.263844852,0.263844852,0.006885659,0.001103707,0.005605463,0.00353239,0.006532683,0.002468195,0.006885659,0.001938732,0.012670244,0.004053951,0.011440098,0.000129073,0.000210732,0.009596195,0.001725366,0.001677951,0.000545268,0.001382927,0.002944976,0.019843024,0.003940683,0.007025268,0.000173854,0.004804683,0.00652478,0.006919902,0.052366829,0.000244976,0.001195902,0.003808976,0.034088488,0.002086244,0.001725366,0.003437561,0.009933366,0.002041463,0.00472039,0.003105659,0.015470341,0.000803415,0.003635122,0.003953854,0.003469171,0.001406634,0.004409561,0.004204098,0.008208,0.008921854,0.004509659,0.004146146,0.002194244,0.001767512,0.000898244,0.010491805,0.00353239,0.019843024,0.00472039,0.006287707,0.006453659,0.004204098,0.004894244
86,0:07:05,10.45,10.45,28.25781818,19.92109091,0.029527273,0.029527273,0.330730363,0.661460726,0.661460726,0.030493631,0.004887847,0.024824195,0.015643443,0.028930453,0.010930578,0.030493631,0.008585812,0.05611108,0.017953213,0.050663289,0.00057161,0.00093324,0.042497436,0.007640906,0.007430927,0.00241476,0.00612439,0.013042035,0.087876251,0.017451596,0.031111902,0.000769923,0.021277882,0.028895456,0.030645282,0.231910244,0.001084892,0.005296139,0.016868321,0.150963303,0.00923908,0.007640906,0.015223484,0.04399062,0.009040767,0.020904585,0.013753631,0.068511512,0.003557979,0.016098397,0.017509923,0.01536347,0.00622938,0.019528056,0.018618146,0.036349714,0.039511066,0.019971345,0.018361505,0.009717366,0.007827554,0.003977937,0.046463707,0.015643443,0.087876251,0.020904585,0.027845561,0.028580488,0.018618146,0.021674509
87,0:07:10,10.45,10.45,28.22436364,19.93781818,0.052945455,0.052945455,0.5295383,1.059076599,1.059076599,0.054101603,0.008671986,0.044042927,0.027754495,0.051328223,0.019392962,0.054101603,0.015232892,0.099551916,0.031852474,0.089886481,0.001014146,0.001655749,0.075398676,0.013556446,0.013183902,0.004284251,0.010865854,0.023139094,0.155909477,0.030962509,0.055198537,0.001365993,0.03775108,0.051266132,0.054370662,0.411453659,0.001924808,0.009396376,0.029927666,0.267838118,0.016391916,0.013556446,0.027009408,0.078047875,0.01604007,0.03708878,0.024401603,0.121552683,0.006312544,0.028561672,0.031065993,0.02725777,0.011052125,0.034646551,0.033032195,0.064491429,0.070100279,0.035433031,0.032576864,0.017240488,0.013887596,0.007057631,0.08243561,0.027754495,0.155909477,0.03708878,0.049403415,0.050707317,0.033032195,0.038454774
88,0:07:15,10.45,10.45,28.19090909,19.95454545,0.076363636,0.076363636,0.728346236,1.456692472,1.456692472,0.077709575,0.012456125,0.063261659,0.039865547,0.073725993,0.027855345,0.077709575,0.021879972,0.142992753,0.045751735,0.129109672,0.001456683,0.002378258,0.108299916,0.019471986,0.018936878,0.006153742,0.015607317,0.033236153,0.223942704,0.044473422,0.079285171,0.001962063,0.054224279,0.073636808,0.078096042,0.590997073,0.002764725,0.013496613,0.04298701,0.384712934,0.023544753,0.019471986,0.038795331,0.112105129,0.023039373,0.053272976,0.035049575,0.174593854,0.009067108,0.041024948,0.044622063,0.03915207,0.015874871,0.049765045,0.047446244,0.092633143,0.100689491,0.050894718,0.046792223,0.02476361,0.019947638,0.010137324,0.118407512,0.039865547,0.223942704,0.053272976,0.070961268,0.072834146,0.047446244,0.055235038
89,0:07:20,10.45,10.45,28.15745455,19.97127273,0.099781818,0.099781818,0.927154173,1.854308345,1.854308345,0.101317547,0.016240265,0.08248039,0.051976599,0.096123763,0.036317728,0.101317547,0.028527052,0.186433589,0.059650997,0.168332864,0.00189922,0.003100767,0.141201157,0.025387526,0.024689854,0.008023233,0.02034878,0.043333213,0.29197593,0.057984334,0.103371805,0.002558132,0.070697477,0.096007484,0.101821422,0.770540488,0.003604641,0.01759685,0.056046355,0.501587749,0.030697589,0.025387526,0.050581254,0.146162383,0.030038676,0.069457171,0.045697547,0.227635024,0.011821672,0.053488223,0.058178132,0.051046369,0.020697617,0.06488354,0.061860293,0.120774857,0.131278704,0.066356404,0.061007582,0.032286732,0.026007679,0.013217017,0.154379415,0.051976599,0.29197593,0.069457171,0.092519122,0.094960976,0.061860293,0.072015303
90,0:07:25,10.45,10.45,28.124,19.988,0.1232,0.1232,1.12596211,2.251924219,2.251924219,0.124925519,0.020024404,0.101699122,0.064087652,0.118521533,0.044780111,0.124925519,0.035174132,0.229874425,0.073550258,0.207556056,0.002341756,0.003823275,0.174102397,0.031303066,0.030442829,0.009892725,0.025090244,0.053430272,0.360009157,0.071495247,0.127458439,0.003154202,0.087170676,0.11837816,0.125546801,0.950083902,0.004444557,0.021697087,0.0691057,0.618462564,0.037850425,0.031303066,0.062367178,0.180219638,0.037037979,0.085641366,0.056345519,0.280676195,0.014576237,0.065951498,0.071734202,0.062940669,0.025520362,0.080002035,0.076274341,0.148916571,0.161867916,0.081818091,0.075222941,0.039809854,0.032067721,0.016296711,0.190351317,0.064087652,0.360009157,0.085641366,0.114076976,0.117087805,0.076274341,0.088795568
91,0:07:30,10.45,10.45,28.09054545,20.00472727,0.146618182,0.146618182,1.324770046,2.649540092,2.649540092,0.148533491,0.023808544,0.120917854,0.076198704,0.140919303,0.053242495,0.148533491,0.041821213,0.273315261,0.087449519,0.246779247,0.002784293,0.004545784,0.207003638,0.037218606,0.036195805,0.011762216,0.029831707,0.063527331,0.428042383,0.08500616,0.151545073,0.003750272,0.103643875,0.140748836,0.149272181,1.129627317,0.005284474,0.025797324,0.082165045,0.73533738,0.045003261,0.037218606,0.074153101,0.214276892,0.044037282,0.101825561,0.066993491,0.333717366,0.017330801,0.078414774,0.085290272,0.074834969,0.030343108,0.09512053,0.09068839,0.177058286,0.192457129,0.097279777,0.0894383,0.047332976,0.038127763,0.019376404,0.22632322,0.076198704,0.428042383,0.101825561,0.135634829,0.139214634,0.09068839,0.105575833
92,0:07:35,10.45,10.45,28.05709091,20.02145455,0.170036364,0.170036364,1.523577983,3.047155965,3.047155965,0.172141463,0.027592683,0.140136585,0.088309756,0.163317073,0.061704878,0.172141463,0.048468293,0.316756098,0.10134878,0.286002439,0.003226829,0.005268293,0.239904878,0.043134146,0.04194878,0.013631707,0.034573171,0.07362439,0.49607561,0.098517073,0.175631707,0.004346341,0.120117073,0.163119512,0.172997561,1.309170732,0.00612439,0.029897561,0.09522439,0.852212195,0.052156098,0.043134146,0.085939024,0.248334146,0.051036585,0.118009756,0.077641463,0.386758537,0.020085366,0.090878049,0.098846341,0.086729268,0.035165854,0.110239024,0.105102439,0.2052,0.223046341,0.112741463,0.103653659,0.054856098,0.044187805,0.022456098,0.262295122,0.088309756,0.49607561,0.118009756,0.157192683,0.161341463,0.105102439,0.122356098
93,0:07:40,10.45,10.45,28.02363636,20.03818182,0.193454545,0.193454545,1.722385919,3.444771839,3.444771839,0.195749436,0.031376822,0.159355317,0.100420808,0.185714843,0.070167261,0.195749436,0.055115373,0.360196934,0.115248042,0.325225631,0.003669366,0.005990801,0.272806118,0.049049686,0.047701756,0.015501199,0.039314634,0.083721449,0.564108836,0.112027986,0.199718341,0.004942411,0.136590272,0.185490188,0.196722941,1.488714146,0.006964307,0.033997798,0.108283735,0.96908701,0.059308934,0.049049686,0.097724948,0.282391401,0.058035889,0.134193951,0.088289436,0.439799707,0.02283993,0.103341324,0.112402411,0.098623568,0.039988599,0.125357519,0.119516488,0.233341714,0.253635554,0.12820315,0.117869017,0.06237922,0.050247847,0.025535791,0.298267024,0.100420808,0.564108836,0.134193951,0.178750537,0.183468293,0.119516488,0.139136362
94,0:07:45,10.45,10.45,27.99018182,20.05490909,0.216872727,0.216872727,1.921193856,3.842387712,3.842387712,0.219357408,0.035160962,0.178574049,0.112531861,0.208112613,0.078629645,0.219357408,0.061762453,0.40363777,0.129147303,0.364448822,0.004111902,0.00671331,0.305707359,0.054965226,0.053454732,0.01737069,0.044056098,0.093818509,0.632142063,0.125538899,0.223804976,0.005538481,0.15306347,0.207860864,0.220448321,1.668257561,0.007804223,0.038098035,0.12134308,1.085961826,0.06646177,0.054965226,0.109510871,0.316448655,0.065035192,0.150378146,0.098937408,0.492840878,0.025594495,0.115804599,0.125958481,0.110517868,0.044811345,0.140476014,0.133930537,0.261483429,0.284224767,0.143664836,0.132084376,0.069902341,0.056307889,0.028615484,0.334238927,0.112531861,0.632142063,0.150378146,0.20030839,0.205595122,0.133930537,0.155916627
95,0:07:50,10.45,10.45,27.95672727,20.07163636,0.240290909,0.240290909,2.120001793,4.240003585,4.240003585,0.24296538,0.038945101,0.19779278,0.124642913,0.230510383,0.087092028,0.24296538,0.068409533,0.447078606,0.143046564,0.403672014,0.004554439,0.007435819,0.338608599,0.060880767,0.059207707,0.019240181,0.048797561,0.103915568,0.700175289,0.139049812,0.24789161,0.006134551,0.169536669,0.23023154,0.2441737,1.847800976,0.008644139,0.042198272,0.134402425,1.202836641,0.073614606,0.060880767,0.121296794,0.350505909,0.072034495,0.166562341,0.10958538,0.545882049,0.028349059,0.128267875,0.139514551,0.122412167,0.049634091,0.155594509,0.148344585,0.289625143,0.314813979,0.159126523,0.146299735,0.077425463,0.06236793,0.031695178,0.370210829,0.124642913,0.700175289,0.166562341,0.221866244,0.227721951,0.148344585,0.172696892
96,0:07:55,10.45,10.45,27.92327273,20.08836364,0.263709091,0.263709091,2.318809729,4.637619458,4.637619458,0.266573352,0.04272924,0.217011512,0.136753965,0.252908153,0.095554411,0.266573352,0.075056613,0.490519443,0.156945826,0.442895206,0.004996976,0.008158328,0.37150984,0.066796307,0.064960683,0.021109672,0.053539024,0.114012627,0.768208516,0.152560725,0.271978244,0.00673062,0.186009868,0.252602216,0.26789908,2.02734439,0.009484056,0.046298509,0.14746177,1.319711456,0.080767443,0.066796307,0.133082718,0.384563164,0.079033798,0.182746537,0.120233352,0.59892322,0.031103624,0.14073115,0.15307062,0.134306467,0.054456836,0.170713003,0.162758634,0.317766857,0.345403192,0.174588209,0.160515094,0.084948585,0.068427972,0.034774871,0.406182732,0.136753965,0.768208516,0.182746537,0.243424098,0.24984878,0.162758634,0.189477157
97,0:08:00,10.45,10.45,27.74218182,19.97781818,0.301509091,0.301509091,2.572739393,5.145478786,5.145478786,0.305264195,0.048931024,0.248508878,0.156602634,0.28961561,0.109423317,0.305264195,0.085950439,0.561714146,0.179725171,0.507177659,0.005722244,0.009342439,0.425431317,0.07649122,0.074389171,0.024173561,0.061309756,0.130560585,0.879707415,0.17470361,0.311453561,0.007707512,0.21300761,0.289265268,0.306782341,2.321596098,0.010860585,0.053018341,0.168864585,1.511256293,0.092490146,0.07649122,0.152398537,0.44037922,0.090504878,0.209270634,0.137684195,0.685851805,0.035618049,0.161157073,0.175287512,0.153799902,0.06236078,0.195490537,0.186381659,0.363888,0.395535512,0.199928195,0.183812488,0.097278146,0.078359707,0.039822146,0.465136683,0.156602634,0.879707415,0.209270634,0.278755024,0.286112195,0.186381659,0.216978146
98,0:08:05,10.45,10.45,27.22363636,19.57636364,0.372181818,0.372181818,2.950692943,5.901385885,5.901385885,0.37412078,0.059968098,0.304563512,0.191926537,0.354942439,0.134105268,0.37412078,0.105337756,0.688416585,0.220264683,0.621578634,0.007012976,0.011449756,0.521393268,0.093744878,0.091168683,0.029626244,0.075139024,0.160010341,1.078137659,0.214110439,0.381706244,0.009446049,0.261054439,0.354513073,0.375981366,2.84526439,0.013310341,0.064977366,0.206954341,1.852141171,0.113352585,0.093744878,0.186774146,0.539712878,0.110919512,0.256474537,0.16874078,0.84055522,0.043652195,0.197508293,0.214826049,0.18849161,0.076427122,0.239586146,0.228422634,0.445968,0.484754049,0.24502478,0.225273951,0.119220585,0.096034829,0.048804585,0.570054732,0.191926537,1.078137659,0.256474537,0.341632098,0.35064878,0.228422634,0.265920585
99,0:08:10,10.45,10.45,26.70509091,19.17490909,0.442854545,0.442854545,3.328646493,6.657292985,6.657292985,0.442977366,0.071005171,0.360618146,0.227250439,0.420269268,0.15878722,0.442977366,0.124725073,0.815119024,0.260804195,0.73597961,0.008303707,0.013557073,0.61735522,0.110998537,0.107948195,0.035078927,0.088968293,0.189460098,1.276567902,0.253517268,0.451958927,0.011184585,0.309101268,0.419760878,0.44518039,3.368932683,0.015760098,0.07693639,0.245044098,2.193026049,0.134215024,0.110998537,0.221149756,0.639046537,0.131334146,0.303678439,0.199797366,0.995258634,0.051686341,0.233859512,0.254364585,0.223183317,0.090493463,0.283681756,0.27046361,0.528048,0.573972585,0.290121366,0.266735415,0.141163024,0.113709951,0.057787024,0.67497278,0.227250439,1.276567902,0.303678439,0.404509171,0.415185366,0.27046361,0.314863024
100,0:08:15,10.45,10.45,26.18654545,18.77345455,0.513527273,0.513527273,3.706600042,7.413200084,7.413200084,0.511833951,0.082042244,0.41667278,0.262574341,0.485596098,0.183469171,0.511833951,0.14411239,0.941821463,0.301343707,0.850380585,0.009594439,0.01566439,0.713317171,0.128252195,0.124727707,0.04053161,0.102797561,0.218909854,1.474998146,0.292924098,0.52221161,0.012923122,0.357148098,0.485008683,0.514379415,3.892600976,0.018209854,0.088895415,0.283133854,2.533910927,0.155077463,0.128252195,0.255525366,0.738380195,0.15174878,0.350882341,0.230853951,1.149962049,0.059720488,0.270210732,0.293903122,0.257875024,0.104559805,0.327777366,0.312504585,0.610128,0.663191122,0.335217951,0.308196878,0.163105463,0.131385073,0.066769463,0.779890829,0.262574341,1.474998146,0.350882341,0.467386244,0.479721951,0.312504585,0.363805463
101,0:08:20,10.45,10.45,25.668,18.372,0.5842,0.5842,4.084553592,8.169107184,8.169107184,0.580690537,0.093079317,0.472727415,0.297898244,0.550922927,0.208151122,0.580690537,0.163499707,1.068523902,0.34188322,0.964781561,0.010885171,0.017771707,0.809279122,0.145505854,0.14150722,0.045984293,0.116626829,0.24835961,1.67342839,0.332330927,0.592464293,0.014661659,0.405194927,0.550256488,0.583578439,4.416269269,0.02065961,0.100854439,0.32122361,2.874795805,0.175939902,0.145505854,0.289900976,0.837713854,0.172163415,0.398086244,0.261910537,1.304665463,0.067754634,0.306561951,0.333441659,0.292566732,0.118626146,0.371872976,0.354545561,0.692208,0.752409659,0.380314537,0.349658341,0.185047902,0.149060195,0.075751902,0.884808878,0.297898244,1.67342839,0.398086244,0.530263317,0.544258537,0.354545561,0.412747902
102,0:08:25,10.45,10.45,25.14945455,17.97054545,0.654872727,0.654872727,4.462507142,8.925014283,8.925014283,0.649547122,0.10411639,0.528782049,0.333222146,0.616249756,0.232833073,0.649547122,0.182887024,1.195226341,0.382422732,1.079182537,0.012175902,0.019879024,0.905241073,0.162759512,0.158286732,0.051436976,0.130456098,0.277809366,1.871858634,0.371737756,0.662716976,0.016400195,0.453241756,0.615504293,0.652777463,4.939937561,0.023109366,0.112813463,0.359313366,3.215680683,0.196802341,0.162759512,0.324276585,0.937047512,0.192578049,0.445290146,0.292967122,1.459368878,0.07578878,0.342913171,0.372980195,0.327258439,0.132692488,0.415968585,0.396586537,0.774288,0.841628195,0.425411122,0.391119805,0.206990341,0.166735317,0.084734341,0.989726927,0.333222146,1.871858634,0.445290146,0.59314039,0.608795122,0.396586537,0.461690341
103,0:08:30,10.45,10.45,24.63090909,17.56909091,0.725545455,0.725545455,4.840460692,9.680921383,9.680921383,0.718403707,0.115153463,0.584836683,0.368546049,0.681576585,0.257515024,0.718403707,0.202274341,1.32192878,0.422962244,1.193583512,0.013466634,0.021986341,1.001203024,0.180013171,0.175066244,0.056889659,0.144285366,0.307259122,2.070288878,0.411144585,0.732969659,0.018138732,0.501288585,0.680752098,0.721976488,5.463605854,0.025559122,0.124772488,0.397403122,3.556565561,0.21766478,0.180013171,0.358652195,1.036381171,0.212992683,0.492494049,0.324023707,1.614072293,0.083822927,0.37926439,0.412518732,0.361950146,0.146758829,0.460064195,0.438627512,0.856368,0.930846732,0.470507707,0.432581268,0.22893278,0.184410439,0.09371678,1.094644976,0.368546049,2.070288878,0.492494049,0.656017463,0.673331707,0.438627512,0.51063278
104,0:08:35,10.45,10.45,24.11236364,17.16763636,0.796218182,0.796218182,5.218414242,10.43682848,10.43682848,0.787260293,0.126190537,0.640891317,0.403869951,0.746903415,0.282196976,0.787260293,0.221661659,1.44863122,0.463501756,1.307984488,0.014757366,0.024093659,1.097164976,0.197266829,0.191845756,0.062342341,0.158114634,0.336708878,2.268719122,0.450551415,0.803222341,0.019877268,0.549335415,0.745999902,0.791175512,5.987274147,0.028008878,0.136731512,0.435492878,3.897450439,0.23852722,0.197266829,0.393027805,1.135714829,0.233407317,0.539697951,0.355080293,1.768775707,0.091857073,0.41561561,0.452057268,0.396641854,0.160825171,0.504159805,0.480668488,0.938448,1.020065268,0.515604293,0.474042732,0.25087522,0.202085561,0.10269922,1.199563024,0.403869951,2.268719122,0.539697951,0.718894537,0.737868293,0.480668488,0.55957522
105,0:08:40,10.45,10.45,23.59381818,16.76618182,0.866890909,0.866890909,5.596367792,11.19273558,11.19273558,0.856116878,0.13722761,0.696945951,0.439193854,0.812230244,0.306878927,0.856116878,0.241048976,1.575333659,0.504041268,1.422385463,0.016048098,0.026200976,1.193126927,0.214520488,0.208625268,0.067795024,0.171943902,0.366158634,2.467149366,0.489958244,0.873475024,0.021615805,0.597382244,0.811247707,0.860374537,6.51094244,0.030458634,0.148690537,0.473582634,4.238335317,0.259389659,0.214520488,0.427403415,1.235048488,0.253821951,0.586901854,0.386136878,1.923479122,0.09989122,0.451966829,0.491595805,0.431333561,0.174891512,0.548255415,0.522709463,1.020528,1.109283805,0.560700878,0.515504195,0.272817659,0.219760683,0.111681659,1.304481073,0.439193854,2.467149366,0.586901854,0.78177161,0.802404878,0.522709463,0.608517659
106,0:08:45,10.45,10.45,23.07527273,16.36472727,0.937563636,0.937563636,5.974321341,11.94864268,11.94864268,0.924973463,0.148264683,0.753000585,0.474517756,0.877557073,0.331560878,0.924973463,0.260436293,1.702036098,0.54458078,1.536786439,0.017338829,0.028308293,1.289088878,0.231774146,0.22540478,0.073247707,0.185773171,0.39560839,2.66557961,0.529365073,0.943727707,0.023354341,0.645429073,0.876495512,0.929573561,7.034610732,0.03290839,0.160649561,0.51167239,4.579220195,0.280252098,0.231774146,0.461779024,1.334382146,0.274236585,0.634105756,0.417193463,2.078182537,0.107925366,0.488318049,0.531134341,0.466025268,0.188957854,0.592351024,0.564750439,1.102608,1.198502341,0.605797463,0.556965659,0.294760098,0.237435805,0.120664098,1.409399122,0.474517756,2.66557961,0.634105756,0.844648683,0.866941463,0.564750439,0.657460098
107,0:08:50,10.45,10.45,22.55672727,15.96327273,1.008236364,1.008236364,6.352274891,12.70454978,12.70454978,0.993830049,0.159301756,0.80905522,0.509841659,0.942883902,0.356242829,0.993830049,0.27982361,1.828738537,0.585120293,1.651187415,0.018629561,0.03041561,1.385050829,0.249027805,0.242184293,0.07870039,0.199602439,0.425058146,2.864009854,0.568771902,1.01398039,0.025092878,0.693475902,0.941743317,0.998772585,7.558279025,0.035358146,0.172608585,0.549762146,4.920105073,0.301114537,0.249027805,0.496154634,1.433715805,0.29465122,0.681309659,0.448250049,2.232885951,0.115959512,0.524669268,0.570672878,0.500716976,0.203024195,0.636446634,0.606791415,1.184688,1.287720878,0.650894049,0.598427122,0.316702537,0.255110927,0.129646537,1.514317171,0.509841659,2.864009854,0.681309659,0.907525756,0.931478049,0.606791415,0.706402537
108,0:08:55,10.45,10.45,22.03818182,15.56181818,1.078909091,1.078909091,6.730228441,13.46045688,13.46045688,1.062686634,0.170338829,0.865109854,0.545165561,1.008210732,0.38092478,1.062686634,0.299210927,1.955440976,0.625659805,1.76558839,0.019920293,0.032522927,1.48101278,0.266281463,0.258963805,0.084153073,0.213431707,0.454507902,3.062440098,0.608178732,1.084233073,0.026831415,0.741522732,1.006991122,1.06797161,8.081947318,0.037807902,0.18456761,0.587851902,5.260989951,0.321976976,0.266281463,0.530530244,1.533049463,0.315065854,0.728513561,0.479306634,2.387589366,0.123993659,0.561020488,0.610211415,0.535408683,0.217090537,0.680542244,0.64883239,1.266768,1.376939415,0.695990634,0.639888585,0.338644976,0.272786049,0.138628976,1.61923522,0.545165561,3.062440098,0.728513561,0.970402829,0.996014634,0.64883239,0.755344976
109,0:09:00,10.45,10.45,21.19672727,14.96545455,1.144636364,1.144636364,7.078688506,14.15737701,14.15737701,1.129084056,0.180981721,0.919162537,0.579227895,1.07120446,0.404725233,1.129084056,0.31790584,2.077618328,0.664751477,1.875903617,0.021164927,0.034554983,1.573547519,0.28291892,0.275144049,0.089411017,0.226767073,0.482905882,3.253783547,0.646178174,1.151976732,0.028507861,0.787853603,1.069908648,1.13469924,8.586913172,0.040170167,0.196099526,0.62458131,5.589700369,0.342094328,0.28291892,0.563678153,1.628835491,0.334751394,0.77403161,0.509254056,2.536767659,0.131740871,0.596073449,0.648337861,0.568861401,0.230654509,0.72306301,0.689371902,1.345916571,1.462971575,0.739476627,0.679869282,0.359803756,0.289829916,0.147290613,1.720406195,0.579227895,3.253783547,0.77403161,1.031034293,1.058246341,0.689371902,0.80253947
110,0:09:05,10.45,10.45,19.74981818,14.00363636,1.201090909,1.201090909,7.371438655,14.74287731,14.74287731,1.191382871,0.190967645,0.969878634,0.611187617,1.130309686,0.427056523,1.191382871,0.335446746,2.192253868,0.701430084,1.979409261,0.022332732,0.036461603,1.660370237,0.298529373,0.290325512,0.094344397,0.239279268,0.509550899,3.433315672,0.681831972,1.215538683,0.030080822,0.831324544,1.128942376,1.197307882,9.060708294,0.042386613,0.206919596,0.65904347,5.898120021,0.360969868,0.298529373,0.594779895,1.718708801,0.353221777,0.816739902,0.537352871,2.676737415,0.139009861,0.628962648,0.684110822,0.600249136,0.243381199,0.762959038,0.727408976,1.420179429,1.543693108,0.7802783,0.717382035,0.379656439,0.305821693,0.155417582,1.815332049,0.611187617,3.433315672,0.816739902,1.087923073,1.116636585,0.727408976,0.846820725
