interval,time,AWE1,AWE2,KWP1,KWP2,SMRR1,SMRR2,M014,M0041,M0042,DPV1,DPV2,DPV3,DPV4,DPV5,DPV6,DPV7,DPV8,DPV9,DPV10,DPV11,DPV12,DPV13,DPV14,DPV15,DPV16,DPV17,DPV18,DPV19,DPV20,DPV21,DPV22,DPV23,DPV24,DPV25,DPV26,DPV27,DPV28,DPV29,DPV30,DPV31,DPV32,DPV33,DPV34,DPV35,DPV36,DPV37,DPV38,DPV39,DPV40,DPV41,DPV42,DPV43,DPV44,DPV45,DPV46,DPV47,DPV48,DPV49,DPV50,DPV51,DPV52,DPV53,DPV54,DPV55,DPV56,DPV57,DPV58,DPV59,DPV60,DPV61
111,0:09:10,10.45,10.45,18.30290909,13.04181818,1.257545455,1.257545455,7.664188803,15.3283776,15.3283776,1.253681686,0.200953568,1.020594732,0.643147338,1.189414913,0.449387812,1.253681686,0.352987652,2.306889408,0.73810869,2.082914906,0.023500537,0.038368223,1.747192955,0.314139826,0.305506976,0.099277777,0.251791463,0.536195916,3.612847798,0.71748577,1.279100634,0.031653784,0.874795484,1.187976105,1.259916523,9.534503415,0.044603059,0.217739666,0.693505631,6.206539672,0.379845408,0.314139826,0.625881638,1.808582111,0.37169216,0.859448195,0.565451686,2.816707171,0.14627885,0.661851847,0.719883784,0.631636871,0.256107889,0.802855066,0.765446049,1.494442286,1.624414641,0.821079972,0.754894787,0.399509122,0.32181347,0.163544551,1.910257902,0.643147338,3.612847798,0.859448195,1.144811854,1.175026829,0.765446049,0.891101979
112,0:09:15,10.45,10.45,16.856,12.08,1.314,1.314,7.956938952,15.9138779,15.9138779,1.315980502,0.210939491,1.071310829,0.675107059,1.248520139,0.471719101,1.315980502,0.370528557,2.421524948,0.774787296,2.186420551,0.024668341,0.040274843,1.834015672,0.329750279,0.320688439,0.104211157,0.264303659,0.562840934,3.792379923,0.753139568,1.342662585,0.033226746,0.918266425,1.247009833,1.322525164,10.00829854,0.046819505,0.228559735,0.727967791,6.514959324,0.398720948,0.329750279,0.65698338,1.898455422,0.390162544,0.902156488,0.593550502,2.956676927,0.15354784,0.694741045,0.755656746,0.663024606,0.268834578,0.842751094,0.803483122,1.568705143,1.705136174,0.861881645,0.79240754,0.419361805,0.337805247,0.171671519,2.005183756,0.675107059,3.792379923,0.902156488,1.201700634,1.233417073,0.803483122,0.935383233
113,0:09:20,10.45,10.45,15.40909091,11.11818182,1.370454545,1.370454545,8.249689101,16.4993782,16.4993782,1.378279317,0.220925415,1.122026927,0.70706678,1.307625366,0.49405039,1.378279317,0.388069463,2.536160488,0.811465902,2.289926195,0.025836146,0.042181463,1.92083839,0.345360732,0.335869902,0.109144537,0.276815854,0.589485951,3.971912049,0.788793366,1.406224537,0.034799707,0.961737366,1.306043561,1.385133805,10.48209366,0.049035951,0.239379805,0.762429951,6.823378976,0.417596488,0.345360732,0.688085122,1.988328732,0.408632927,0.94486478,0.621649317,3.096646683,0.160816829,0.727630244,0.791429707,0.694412341,0.281561268,0.882647122,0.841520195,1.642968,1.785857707,0.902683317,0.829920293,0.439214488,0.353797024,0.179798488,2.10010961,0.70706678,3.971912049,0.94486478,1.258589415,1.291807317,0.841520195,0.979664488
114,0:09:25,10.45,10.45,13.96218182,10.15636364,1.426909091,1.426909091,8.54243925,17.08487849,17.08487849,1.440578132,0.230911338,1.172743024,0.739026502,1.366730592,0.516381679,1.440578132,0.405610369,2.650796028,0.848144509,2.39343184,0.027003951,0.044088084,2.007661108,0.360971185,0.351051366,0.114077916,0.289328049,0.616130969,4.151444174,0.824447164,1.469786488,0.036372669,1.005208307,1.365077289,1.447742446,10.95588878,0.051252397,0.250199875,0.796892111,7.131798627,0.436472028,0.360971185,0.719186864,2.078202042,0.42710331,0.987573073,0.649748132,3.236616439,0.168085819,0.760519443,0.827202669,0.725800077,0.294287958,0.92254315,0.879557268,1.717230857,1.86657924,0.94348499,0.867433045,0.459067171,0.369788801,0.187925456,2.195035463,0.739026502,4.151444174,0.987573073,1.315478195,1.350197561,0.879557268,1.023945742
115,0:09:30,10.45,10.45,12.51527273,9.194545455,1.483363636,1.483363636,8.835189399,17.67037879,17.67037879,1.502876948,0.240897261,1.223459122,0.770986223,1.425835819,0.538712969,1.502876948,0.423151275,2.765431568,0.884823115,2.496937484,0.028171756,0.045994704,2.094483826,0.376581638,0.366232829,0.119011296,0.301840244,0.642775986,4.3309763,0.860100962,1.533348439,0.037945631,1.048679247,1.424111017,1.510351087,11.4296839,0.053468843,0.261019944,0.831354272,7.440218279,0.455347568,0.376581638,0.750288606,2.168075352,0.445573693,1.030281366,0.677846948,3.376586195,0.175354808,0.793408641,0.862975631,0.757187812,0.307014648,0.962439178,0.917594341,1.791493714,1.947300774,0.984286662,0.904945798,0.478919854,0.385780578,0.196052425,2.289961317,0.770986223,4.3309763,1.030281366,1.372366976,1.408587805,0.917594341,1.068226997
116,0:09:35,10.45,10.45,11.06836364,8.232727273,1.539818182,1.539818182,9.127939547,18.25587909,18.25587909,1.565175763,0.250883185,1.27417522,0.802945944,1.484941045,0.561044258,1.565175763,0.440692181,2.880067108,0.921501721,2.600443129,0.029339561,0.047901324,2.181306544,0.392192091,0.381414293,0.123944676,0.314352439,0.669421003,4.510508425,0.89575476,1.59691039,0.039518592,1.092150188,1.483144746,1.572959728,11.90347902,0.055685289,0.271840014,0.865816432,7.74863793,0.474223108,0.392192091,0.781390348,2.257948662,0.464044077,1.072989659,0.705945763,3.516555951,0.182623798,0.82629784,0.898748592,0.788575547,0.319741338,1.002335206,0.955631415,1.865756571,2.028022307,1.025088334,0.942458551,0.498772537,0.401772355,0.204179394,2.384887171,0.802945944,4.510508425,1.072989659,1.429255756,1.466978049,0.955631415,1.112508251
117,0:09:40,10.45,10.45,9.621454545,7.270909091,1.596272727,1.596272727,9.420689696,18.84137938,18.84137938,1.627474578,0.260869108,1.324891317,0.834905666,1.544046272,0.583375547,1.627474578,0.458233087,2.994702648,0.958180328,2.703948774,0.030507366,0.049807944,2.268129261,0.407802544,0.396595756,0.128878056,0.326864634,0.696066021,4.690040551,0.931408557,1.660472341,0.041091554,1.135621129,1.542178474,1.635568369,12.37727415,0.057901735,0.282660084,0.900278592,8.057057582,0.493098648,0.407802544,0.812492091,2.347821972,0.48251446,1.115697951,0.734044578,3.656525707,0.189892787,0.859187038,0.934521554,0.819963282,0.332468028,1.042231233,0.993668488,1.940019429,2.10874384,1.065890007,0.979971303,0.51862522,0.417764132,0.212306362,2.479813024,0.834905666,4.690040551,1.115697951,1.486144537,1.525368293,0.993668488,1.156789505
118,0:09:45,10.45,10.45,8.174545455,6.309090909,1.652727273,1.652727273,9.713439845,19.42687968,19.42687968,1.689773394,0.270855031,1.375607415,0.866865387,1.603151498,0.605706836,1.689773394,0.475773993,3.109338188,0.994858934,2.807454418,0.031675171,0.051714564,2.354951979,0.423412997,0.41177722,0.133811436,0.339376829,0.722711038,4.869572676,0.967062355,1.724034293,0.042664516,1.17909207,1.601212202,1.69817701,12.85106927,0.060118181,0.293480153,0.934740753,8.365477233,0.511974188,0.423412997,0.843593833,2.437695282,0.500984843,1.158406244,0.762143394,3.796495463,0.197161777,0.892076237,0.970294516,0.851351017,0.345194718,1.082127261,1.031705561,2.014282286,2.189465373,1.106691679,1.017484056,0.538477902,0.433755909,0.220433331,2.574738878,0.866865387,4.869572676,1.158406244,1.543033317,1.583758537,1.031705561,1.20107076
119,0:09:50,10.45,10.45,6.727636364,5.347272727,1.709181818,1.709181818,10.00618999,20.01237998,20.01237998,1.752072209,0.280840955,1.426323512,0.898825108,1.662256725,0.628038125,1.752072209,0.493314899,3.223973728,1.03153754,2.910960063,0.032842976,0.053621185,2.441774697,0.439023449,0.426958683,0.138744815,0.351889024,0.749356056,5.049104801,1.002716153,1.787596244,0.044237477,1.22256301,1.66024593,1.760785652,13.32486439,0.062334627,0.304300223,0.969202913,8.673896885,0.530849728,0.439023449,0.874695575,2.527568592,0.519455226,1.201114537,0.790242209,3.93646522,0.204430767,0.924965436,1.006067477,0.882738753,0.357921408,1.122023289,1.069742634,2.088545143,2.270186906,1.147493352,1.054996808,0.558330585,0.449747686,0.2285603,2.669664732,0.898825108,5.049104801,1.201114537,1.599922098,1.64214878,1.069742634,1.245352014
120,0:09:55,10.45,10.45,5.280727273,4.385454545,1.765636364,1.765636364,10.29894014,20.59788028,20.59788028,1.814371024,0.290826878,1.47703961,0.930784829,1.721361951,0.650369415,1.814371024,0.510855805,3.338609268,1.068216146,3.014465707,0.03401078,0.055527805,2.528597415,0.454633902,0.442140146,0.143678195,0.36440122,0.776001073,5.228636927,1.038369951,1.851158195,0.045810439,1.266033951,1.719279659,1.823394293,13.79865951,0.064551073,0.315120293,1.003665073,8.982316537,0.549725268,0.454633902,0.905797317,2.617441902,0.53792561,1.243822829,0.818341024,4.076434976,0.211699756,0.957854634,1.041840439,0.914126488,0.370648098,1.161919317,1.107779707,2.162808,2.350908439,1.188295024,1.092509561,0.578183268,0.465739463,0.236687268,2.764590585,0.930784829,5.228636927,1.243822829,1.656810878,1.700539024,1.107779707,1.289633268
121,0:10:00,10.45,10.45,4.259272727,3.675636364,1.815709091,1.815709091,10.55135732,21.10271463,21.10271463,1.869474509,0.299659456,1.521898146,0.959053296,1.773640697,0.670121505,1.869474509,0.526370787,3.440004739,1.100658481,3.106016753,0.035043707,0.057214216,2.605392362,0.468441394,0.455568195,0.148041784,0.375468293,0.799568669,5.387433617,1.06990584,1.907378927,0.047201728,1.304484125,1.771495164,1.878771819,14.21773268,0.066511526,0.324690676,1.034146955,9.25511462,0.566420739,0.468441394,0.933306899,2.696935108,0.554262718,1.281598439,0.843194509,4.200238634,0.218129199,0.986945226,1.073481728,0.941889031,0.381904892,1.19720747,1.14142361,2.228493714,2.422306871,1.224384223,1.1256897,0.595743024,0.479884237,0.243875596,2.84855278,0.959053296,5.387433617,1.281598439,1.707129171,1.752185366,1.14142361,1.328800167
122,0:10:05,10.45,10.45,3.899636364,3.357818182,1.855854545,1.855854545,10.73924174,21.47848348,21.47848348,1.91450453,0.306877352,1.558556098,0.982154007,1.816362369,0.686262718,1.91450453,0.539049477,3.522864111,1.127170035,3.180831359,0.035887805,0.058592334,2.668148432,0.479724739,0.466541463,0.151607666,0.384512195,0.818827875,5.517200697,1.095676655,1.953321951,0.048338676,1.335905226,1.814165157,1.924025784,14.56019512,0.068113589,0.332511498,1.059056446,9.478042509,0.580064111,0.479724739,0.955787456,2.761896167,0.56761324,1.312468293,0.86350453,4.301409756,0.223383275,1.01071777,1.099338676,0.964576307,0.391103833,1.226044599,1.168917073,2.282171429,2.480652962,1.253875958,1.152804181,0.610092683,0.491443206,0.249749826,2.917165854,0.982154007,5.517200697,1.312468293,1.74824878,1.794390244,1.168917073,1.360806969
123,0:10:10,10.45,10.45,3.54,3.04,1.896,1.896,10.92712617,21.85425232,21.85425232,1.959534551,0.314095247,1.595214049,1.005254718,1.859084042,0.70240393,1.959534551,0.551728167,3.605723484,1.153681589,3.255645965,0.036731902,0.059970453,2.730904502,0.491008084,0.477514732,0.155173547,0.393556098,0.83808708,5.646967777,1.12144747,1.999264976,0.049475624,1.367326328,1.85683515,1.969279749,14.90265756,0.069715652,0.340332321,1.083965937,9.700970397,0.593707484,0.491008084,0.978268014,2.826857226,0.580963763,1.343338146,0.883814551,4.402580878,0.228637352,1.034490314,1.125195624,0.987263582,0.400302774,1.254881728,1.196410537,2.335849143,2.538999052,1.283367693,1.179918662,0.624442341,0.503002174,0.255624056,2.985778927,1.005254718,5.646967777,1.343338146,1.78936839,1.836595122,1.196410537,1.39281377
124,0:10:15,10.45,10.45,3.180363636,2.722181818,1.936145455,1.936145455,11.11501059,22.23002117,22.23002117,2.004564571,0.321313143,1.631872,1.028355429,1.901805714,0.718545143,2.004564571,0.564406857,3.688582857,1.180193143,3.330460571,0.037576,0.061348571,2.793660571,0.502291429,0.488488,0.158739429,0.4026,0.857346286,5.776734857,1.147218286,2.045208,0.050612571,1.398747429,1.899505143,2.014533714,15.24512,0.071317714,0.348153143,1.108875429,9.923898286,0.607350857,0.502291429,1.000748571,2.891818286,0.594314286,1.374208,0.904124571,4.503752,0.233891429,1.058262857,1.151052571,1.009950857,0.409501714,1.283718857,1.223904,2.389526857,2.597345143,1.312859429,1.207033143,0.638792,0.514561143,0.261498286,3.054392,1.028355429,5.776734857,1.374208,1.830488,1.8788,1.223904,1.424820571
125,0:10:20,10.45,10.45,2.820727273,2.404363636,1.976290909,1.976290909,11.30289501,22.60579002,22.60579002,2.049594592,0.328531038,1.668529951,1.051456139,1.944527387,0.734686355,2.049594592,0.577085547,3.77144223,1.206704697,3.405275178,0.038420098,0.06272669,2.856416641,0.513574774,0.499461268,0.16230531,0.411643902,0.876605491,5.906501937,1.172989101,2.091151024,0.051749519,1.43016853,1.942175136,2.059787679,15.58758244,0.072919777,0.355973965,1.13378492,10.14682617,0.62099423,0.513574774,1.023229129,2.956779345,0.607664808,1.405077854,0.924434592,4.604923122,0.239145505,1.082035401,1.176909519,1.032638132,0.418700655,1.312555986,1.251397463,2.443204571,2.655691233,1.342351164,1.234147624,0.653141659,0.526120111,0.267372516,3.123005073,1.051456139,5.906501937,1.405077854,1.87160761,1.921004878,1.251397463,1.456827373
126,0:10:25,10.45,10.45,2.461090909,2.086545455,2.016436364,2.016436364,11.49077944,22.98155887,22.98155887,2.094624613,0.335748934,1.705187902,1.07455685,1.987249059,0.750827568,2.094624613,0.589764237,3.854301603,1.233216251,3.480089784,0.039264195,0.064104808,2.919172711,0.524858118,0.510434537,0.165871192,0.420687805,0.895864697,6.036269017,1.198759916,2.137094049,0.052886467,1.461589631,1.984845129,2.105041645,15.93004488,0.07452184,0.363794787,1.158694411,10.36975406,0.634637603,0.524858118,1.045709686,3.021740404,0.621015331,1.435947707,0.944744613,4.706094244,0.244399582,1.105807944,1.202766467,1.055325408,0.427899596,1.341393115,1.278890927,2.496882286,2.714037324,1.371842899,1.261262105,0.667491317,0.53767908,0.273246746,3.191618146,1.07455685,6.036269017,1.435947707,1.91272722,1.963209756,1.278890927,1.488834174
127,0:10:30,10.45,10.45,2.101454545,1.768727273,2.056581818,2.056581818,11.67866386,23.35732771,23.35732771,2.139654634,0.342966829,1.741845854,1.097657561,2.029970732,0.76696878,2.139654634,0.602442927,3.937160976,1.259727805,3.55490439,0.040108293,0.065482927,2.98192878,0.536141463,0.521407805,0.169437073,0.429731707,0.915123902,6.166036098,1.224530732,2.183037073,0.054023415,1.493010732,2.027515122,2.15029561,16.27250732,0.076123902,0.37161561,1.183603902,10.59268195,0.648280976,0.536141463,1.068190244,3.086701463,0.634365854,1.466817561,0.965054634,4.807265366,0.249653659,1.129580488,1.228623415,1.078012683,0.437098537,1.370230244,1.30638439,2.55056,2.772383415,1.401334634,1.288376585,0.681840976,0.549238049,0.279120976,3.26023122,1.097657561,6.166036098,1.466817561,1.953846829,2.005414634,1.30638439,1.520840976
128,0:10:35,10.45,10.45,1.741818182,1.450909091,2.096727273,2.096727273,11.86654829,23.73309656,23.73309656,2.184684655,0.350184725,1.778503805,1.120758272,2.072692404,0.783109993,2.184684655,0.615121617,4.020020348,1.286239359,3.629718997,0.04095239,0.066861045,3.04468485,0.547424808,0.532381073,0.173002955,0.43877561,0.934383108,6.295803178,1.250301547,2.228980098,0.055160362,1.524431833,2.070185115,2.195549575,16.61496976,0.077725965,0.379436432,1.208513394,10.81560984,0.661924348,0.547424808,1.090670801,3.151662523,0.647716376,1.497687415,0.985364655,4.908436488,0.254907735,1.153353031,1.254480362,1.100699958,0.446297477,1.399067373,1.333877854,2.604237714,2.830729505,1.430826369,1.315491066,0.696190634,0.560797017,0.284995206,3.328844293,1.120758272,6.295803178,1.497687415,1.994966439,2.047619512,1.333877854,1.552847777
129,0:10:40,10.45,10.45,1.382181818,1.133090909,2.136872727,2.136872727,12.05443271,24.10886541,24.10886541,2.229714676,0.35740262,1.815161756,1.143858983,2.115414077,0.799251206,2.229714676,0.627800307,4.102879721,1.312750913,3.704533603,0.041796488,0.068239164,3.10744092,0.558708153,0.543354341,0.176568836,0.447819512,0.953642314,6.425570258,1.276072362,2.274923122,0.05629731,1.555852934,2.112855108,2.24080354,16.9574322,0.079328028,0.387257254,1.233422885,11.03853773,0.675567721,0.558708153,1.113151359,3.216623582,0.661066899,1.528557268,1.005674676,5.00960761,0.260161812,1.177125575,1.28033731,1.123387233,0.455496418,1.427904502,1.361371317,2.657915429,2.889075596,1.460318105,1.342605547,0.710540293,0.572355986,0.290869436,3.397457366,1.143858983,6.425570258,1.528557268,2.036086049,2.08982439,1.361371317,1.584854578
130,0:10:45,10.45,10.45,1.022545455,0.815272727,2.177018182,2.177018182,12.24231713,24.48463426,24.48463426,2.274744697,0.364620516,1.851819707,1.166959693,2.158135749,0.815392418,2.274744697,0.640478997,4.185739094,1.339262467,3.779348209,0.042640585,0.069617282,3.17019699,0.569991498,0.55432761,0.180134718,0.456863415,0.972901519,6.555337338,1.301843178,2.320866146,0.057434258,1.587274035,2.155525101,2.286057505,17.29989463,0.080930091,0.395078077,1.258332376,11.26146562,0.689211094,0.569991498,1.135631916,3.281584641,0.674417422,1.559427122,1.025984697,5.110778732,0.265415889,1.200898118,1.306194258,1.146074509,0.464695359,1.456741631,1.38886478,2.711593143,2.947421686,1.48980984,1.369720028,0.724889951,0.583914955,0.296743666,3.466070439,1.166959693,6.555337338,1.559427122,2.077205659,2.132029268,1.38886478,1.61686138
131,0:10:50,10.45,10.45,0.662909091,0.497454545,2.217163636,2.217163636,12.43020156,24.8604031,24.8604031,2.319774718,0.371838411,1.888477659,1.190060404,2.200857422,0.831533631,2.319774718,0.653157686,4.268598467,1.365774021,3.854162815,0.043484683,0.070995401,3.232953059,0.581274843,0.565300878,0.183700599,0.465907317,0.992160725,6.685104418,1.327613993,2.366809171,0.058571206,1.618695136,2.198195094,2.33131147,17.64235707,0.082532153,0.402898899,1.283241868,11.48439351,0.702854467,0.581274843,1.158112474,3.3465457,0.687767944,1.590296976,1.046294718,5.211949854,0.270669965,1.224670662,1.332051206,1.168761784,0.4738943,1.48557876,1.416358244,2.765270857,3.005767777,1.519301575,1.396834509,0.73923961,0.595473923,0.302617895,3.534683512,1.190060404,6.685104418,1.590296976,2.118325268,2.174234146,1.416358244,1.648868181
132,0:10:55,10.45,10.45,0.303272727,0.179636364,2.257309091,2.257309091,12.61808598,25.23617195,25.23617195,2.364804739,0.379056307,1.92513561,1.213161115,2.243579094,0.847674843,2.364804739,0.665836376,4.35145784,1.392285575,3.928977422,0.04432878,0.072373519,3.295709129,0.592558188,0.576274146,0.187266481,0.47495122,1.01141993,6.814871498,1.353384808,2.412752195,0.059708153,1.650116237,2.240865087,2.376565436,17.98481951,0.084134216,0.410719721,1.308151359,11.70732139,0.71649784,0.592558188,1.180593031,3.41150676,0.701118467,1.621166829,1.066604739,5.313120976,0.275924042,1.248443206,1.357908153,1.191449059,0.48309324,1.514415889,1.443851707,2.818948571,3.064113868,1.54879331,1.42394899,0.753589268,0.607032892,0.308492125,3.603296585,1.213161115,6.814871498,1.621166829,2.159444878,2.216439024,1.443851707,1.680874983
133,0:11:00,10.45,10.45,0.154545455,0.050909091,2.289818182,2.289818182,12.76807422,25.53614842,25.53614842,2.397812181,0.384347094,1.952006244,1.23009416,2.274894495,0.859506509,2.397812181,0.675129979,4.412194564,1.411718801,3.983817254,0.044947512,0.073383693,3.341709937,0.60082899,0.584317659,0.189880307,0.481580488,1.025537115,6.909992028,1.372275066,2.446428878,0.060541547,1.673148209,2.272142606,2.409737031,18.2358478,0.085308544,0.41645246,1.326410258,11.8707297,0.726498564,0.60082899,1.197071498,3.459123847,0.71090453,1.643794732,1.081492181,5.38728039,0.279775331,1.265868711,1.376861547,1.208079052,0.489836153,1.535553784,1.464004683,2.858294857,3.106882118,1.570411038,1.443824167,0.764107707,0.615505728,0.312797993,3.653590634,1.23009416,6.909992028,1.643794732,2.189585951,2.24737561,1.464004683,1.704336279
134,0:11:05,10.45,10.45,0.28,0.168,2.3124,2.3124,12.86638583,25.73277166,25.73277166,2.416611122,0.38736039,1.967310049,1.239738146,2.292729756,0.866245073,2.416611122,0.680423024,4.446786341,1.422786732,4.015050537,0.045299902,0.073959024,3.367909073,0.605539512,0.588898732,0.191368976,0.485356098,1.033577366,6.964166634,1.383033756,2.465608976,0.061016195,1.686265756,2.289956293,2.428629463,18.37881756,0.085977366,0.419717463,1.336809366,11.96379668,0.732194341,0.605539512,1.206456585,3.486243512,0.716478049,1.656682146,1.089971122,5.429516878,0.28196878,1.275793171,1.387656195,1.217550439,0.493676488,1.547592585,1.475482537,2.880704,3.131240195,1.582723122,1.455143805,0.770098341,0.620331317,0.315250341,3.682234927,1.239738146,6.964166634,1.656682146,2.20675239,2.264995122,1.475482537,1.717698341
135,0:11:10,10.45,10.45,0.405454545,0.285090909,2.334981818,2.334981818,12.96469745,25.92939489,25.92939489,2.435410063,0.390373686,1.982613854,1.249382132,2.310565017,0.872983638,2.435410063,0.68571607,4.481378118,1.433854662,4.046283819,0.045652293,0.074534355,3.394108209,0.610250035,0.593479805,0.192857645,0.489131707,1.041617617,7.01834124,1.393792446,2.484789073,0.061490843,1.699383303,2.307769979,2.447521895,18.52178732,0.086646188,0.422982467,1.347208474,12.05686367,0.737890118,0.610250035,1.215841672,3.513363178,0.722051568,1.669569561,1.098450063,5.471753366,0.28416223,1.285717631,1.398450843,1.227021826,0.497516822,1.559631387,1.48696039,2.903113143,3.155598272,1.595035206,1.466463443,0.776088976,0.625156906,0.31770269,3.71087922,1.249382132,7.01834124,1.669569561,2.223918829,2.282614634,1.48696039,1.731060404
136,0:11:15,10.45,10.45,0.530909091,0.402181818,2.357563636,2.357563636,13.06300907,26.12601813,26.12601813,2.454209003,0.393386983,1.997917659,1.259026118,2.328400279,0.879722202,2.454209003,0.691009115,4.515969895,1.444922592,4.077517101,0.046004683,0.075109686,3.420307345,0.614960557,0.598060878,0.194346314,0.492907317,1.049657868,7.072515847,1.404551136,2.503969171,0.061965491,1.71250085,2.325583666,2.466414328,18.66475707,0.08731501,0.42624747,1.357607582,12.14993065,0.743585895,0.614960557,1.22522676,3.540482843,0.727625087,1.682456976,1.106929003,5.513989854,0.286355679,1.295642091,1.409245491,1.236493213,0.501357157,1.571670188,1.498438244,2.925522286,3.179956348,1.607347289,1.47778308,0.78207961,0.629982495,0.320155038,3.739523512,1.259026118,7.072515847,1.682456976,2.241085268,2.300234146,1.498438244,1.744422467
137,0:11:20,10.45,10.45,0.656363636,0.519272727,2.380145455,2.380145455,13.16132068,26.32264136,26.32264136,2.473007944,0.396400279,2.013221463,1.268670105,2.34623554,0.886460767,2.473007944,0.69630216,4.550561672,1.455990523,4.108750383,0.046357073,0.075685017,3.446506481,0.61967108,0.602641951,0.195834983,0.496682927,1.057698118,7.126690453,1.415309826,2.523149268,0.062440139,1.725618397,2.343397352,2.48530676,18.80772683,0.087983833,0.429512474,1.36800669,12.24299763,0.749281672,0.61967108,1.234611847,3.567602509,0.733198606,1.69534439,1.115407944,5.556226341,0.288549129,1.305566551,1.420040139,1.245964599,0.505197491,1.58370899,1.509916098,2.947931429,3.204314425,1.619659373,1.489102718,0.788070244,0.634808084,0.322607387,3.768167805,1.268670105,7.126690453,1.69534439,2.258251707,2.317853659,1.509916098,1.75778453
138,0:11:25,10.45,10.45,0.781818182,0.636363636,2.402727273,2.402727273,13.2596323,26.51926459,26.51926459,2.491806885,0.399413575,2.028525268,1.278314091,2.364070801,0.893199331,2.491806885,0.701595206,4.585153449,1.467058453,4.139983666,0.046709463,0.076260348,3.472705617,0.624381603,0.607223024,0.197323652,0.500458537,1.065738369,7.180865059,1.426068516,2.542329366,0.062914787,1.738735944,2.361211038,2.504199192,18.95069659,0.088652655,0.432777477,1.378405798,12.33606461,0.754977449,0.624381603,1.243996934,3.594722174,0.738772125,1.708231805,1.123886885,5.598462829,0.290742578,1.31549101,1.430834787,1.255435986,0.509037826,1.595747791,1.521393951,2.970340571,3.228672502,1.631971456,1.500422355,0.794060878,0.639633672,0.325059735,3.796812098,1.278314091,7.180865059,1.708231805,2.275418146,2.335473171,1.521393951,1.771146592
139,0:11:30,10.45,10.45,0.907272727,0.753454545,2.425309091,2.425309091,13.35794391,26.71588783,26.71588783,2.510605826,0.402426871,2.043829073,1.287958077,2.381906063,0.899937895,2.510605826,0.706888251,4.619745226,1.478126383,4.171216948,0.047061854,0.076835679,3.498904753,0.629092125,0.611804098,0.198812321,0.504234146,1.07377862,7.235039666,1.436827206,2.561509463,0.063389436,1.751853491,2.379024725,2.523091624,19.09366634,0.089321477,0.436042481,1.388804906,12.4291316,0.760673226,0.629092125,1.253382021,3.62184184,0.744345645,1.72111922,1.132365826,5.640699317,0.292936028,1.32541547,1.441629436,1.264907373,0.51287816,1.607786592,1.532871805,2.992749714,3.253030578,1.64428354,1.511741993,0.800051512,0.644459261,0.327512084,3.82545639,1.287958077,7.235039666,1.72111922,2.292584585,2.353092683,1.532871805,1.784508655
140,0:11:35,10.45,10.45,1.032727273,0.870545455,2.447890909,2.447890909,13.45625553,26.91251106,26.91251106,2.529404767,0.405440167,2.059132878,1.297602063,2.399741324,0.90667646,2.529404767,0.712181296,4.654337003,1.489194314,4.20245023,0.047414244,0.07741101,3.525103889,0.633802648,0.616385171,0.20030099,0.508009756,1.081818871,7.289214272,1.447585895,2.580689561,0.063864084,1.764971038,2.396838411,2.541984056,19.2366361,0.0899903,0.439307484,1.399204014,12.52219858,0.766369003,0.633802648,1.262767108,3.648961505,0.749919164,1.734006634,1.140844767,5.682935805,0.295129477,1.33533993,1.452424084,1.27437876,0.516718495,1.619825394,1.544349659,3.015158857,3.277388655,1.656595624,1.523061631,0.806042146,0.64928485,0.329964432,3.854100683,1.297602063,7.289214272,1.734006634,2.309751024,2.370712195,1.544349659,1.797870718
141,0:11:40,10.45,10.45,1.158181818,0.987636364,2.470472727,2.470472727,13.55456715,27.1091343,27.1091343,2.548203707,0.408453463,2.074436683,1.307246049,2.417576585,0.913415024,2.548203707,0.717474341,4.68892878,1.500262244,4.233683512,0.047766634,0.077986341,3.551303024,0.638513171,0.620966244,0.201789659,0.511785366,1.089859122,7.343388878,1.458344585,2.599869659,0.064338732,1.778088585,2.414652098,2.560876488,19.37960585,0.090659122,0.442572488,1.409603122,12.61526556,0.77206478,0.638513171,1.272152195,3.676081171,0.755492683,1.746894049,1.149323707,5.725172293,0.297322927,1.34526439,1.463218732,1.283850146,0.520558829,1.631864195,1.555827512,3.037568,3.301746732,1.668907707,1.534381268,0.81203278,0.654110439,0.33241678,3.882744976,1.307246049,7.343388878,1.746894049,2.326917463,2.388331707,1.555827512,1.81123278
142,0:11:45,10.45,10.45,1.283636364,1.104727273,2.493054545,2.493054545,13.65287876,27.30575753,27.30575753,2.567002648,0.41146676,2.089740488,1.316890035,2.435411847,0.920153589,2.567002648,0.722767387,4.723520557,1.511330174,4.264916794,0.048119024,0.078561672,3.57750216,0.643223693,0.625547317,0.203278328,0.515560976,1.097899373,7.397563484,1.469103275,2.619049756,0.06481338,1.791206132,2.432465784,2.57976892,19.52257561,0.091327944,0.445837491,1.42000223,12.70833254,0.777760557,0.643223693,1.281537282,3.703200836,0.761066202,1.759781463,1.157802648,5.76740878,0.299516376,1.35518885,1.47401338,1.293321533,0.524399164,1.643902997,1.567305366,3.059977143,3.326104808,1.681219791,1.545700906,0.818023415,0.658936028,0.334869129,3.911389268,1.316890035,7.397563484,1.759781463,2.344083902,2.40595122,1.567305366,1.824594843
